sample_no,temperature,average temperature,filteredY,std,breath state
943,29.82,0,0,0,1
944,29.81,0,0,0,1
945,29.79,0,0,0,0
946,29.77,0,0,0,0
947,29.75,0,0,0,0
948,29.74,0,0,0,0
949,29.72,0,0,0,0
950,29.72,0,0,0,0
951,29.7,0,0,0,0
952,29.69,0,0,0,0
953,29.67,0,0,0,0
954,29.67,0,0,0,0
955,29.66,0,0,0,0
956,29.65,0,0,0,0
957,29.63,0,0,0,-1
958,29.62,0,0,0,-1
959,29.61,0,0,0,-1
960,29.6,0,0,0,-1
961,29.6,0,0,0,-1
962,29.6,0,0,0,-1
963,29.58,0,0,0,-1
964,29.58,0,0,0,-1
965,29.57,0,0,0,-1
966,29.57,0,0,0,-1
967,29.57,0,0,0,-1
968,29.56,0,0,0,-1
969,29.56,0,0,0,-1
970,29.56,0,0,0,-1
971,29.56,0,0,0,-1
972,29.56,0,0,0,-1
973,29.58,0,0,0,-1
974,29.57,0,0,0,-1
975,29.58,0,0,0,-1
976,29.6,0,0,0,-1
977,29.6,0,0,0,-1
978,29.62,0,0,0,0
979,29.62,0,0,0,0
980,29.64,0,0,0,0
981,29.67,0,0,0,0
982,29.67,0,0,0,0
983,29.69,0,0,0,0
984,29.7,0,0,0,0
985,29.71,0,0,0,0
986,29.73,0,0,0,0
987,29.75,0,0,0,0
988,29.76,0,0,0,1
989,29.78,0,0,0,1
990,29.79,0,0,0,1
991,29.81,0,0,0,1
992,29.83,0,0,0,1
993,29.84,0,0,0,1
994,29.85,0,0,0,1
995,29.86,0,0,0,1
996,29.87,0,0,0,1
997,29.88,0,0,0,1
998,29.89,0,0,0,1
999,29.91,0,0,0,1
1000,29.91,0,0,0,1
1001,29.93,0,0,0,1
1002,29.94,0,0,0,1
1003,29.95,0,0,0,1
1004,29.96,0,0,0,1
1005,29.96,0,0,0,1
1006,29.97,0,0,0,1
1007,29.96,0,0,0,1
1008,29.97,0,0,0,1
1009,29.98,0,0,0,1
1010,29.97,0,0,0,1
1011,29.98,0,0,0,1
1012,29.98,0,0,0,1
1013,29.98,0,0,0,1
1014,29.97,0,0,0,1
1015,29.95,0,0,0,1
1016,29.96,0,0,0,1
1017,29.93,0,0,0,1
1018,29.92,0,0,0,1
1019,29.91,0,0,0,1
1020,29.89,0,0,0,1
1021,29.88,0,0,0,1
1022,29.87,0,0,0,1
1023,29.85,0,0,0,0
1024,29.83,0,0,0,0
1025,29.82,0,0,0,0
1026,29.81,0,0,0,0
1027,29.79,0,0,0,0
1028,29.77,0,0,0,0
1029,29.76,0,0,0,0
1030,29.75,0,0,0,0
1031,29.74,0,0,0,0
1032,29.73,0,0,0,0
1033,29.71,0,0,0,0
1034,29.7,0,0,0,-1
1035,29.69,0,0,0,-1
1036,29.68,0,0,0,-1
1037,29.68,0,0,0,-1
1038,29.67,0,0,0,-1
1039,29.66,0,0,0,-1
1040,29.65,0,0,0,-1
1041,29.64,0,0,0,-1
1042,29.64,0,0,0,-1
1043,29.64,0,0,0,-1
1044,29.63,0,0,0,-1
1045,29.63,0,0,0,-1
1046,29.62,0,0,0,-1
1047,29.63,0,0,0,-1
1048,29.63,0,0,0,-1
1049,29.63,0,0,0,-1
1050,29.64,0,0,0,-1
1051,29.64,0,0,0,-1
1052,29.66,0,0,0,-1
1053,29.66,0,0,0,-1
1054,29.67,0,0,0,-1
1055,29.68,0,0,0,0
1056,29.7,0,0,0,0
1057,29.71,0,0,0,0
1058,29.72,0,0,0,0
1059,29.74,0,0,0,0
1060,29.75,0,0,0,0
1061,29.77,0,0,0,0
1062,29.77,0,0,0,0
1063,29.8,0,0,0,0
1064,29.82,0,0,0,1
1065,29.83,0,0,0,1
1066,29.85,0,0,0,1
1067,29.86,0,0,0,1
1068,29.88,0,0,0,1
1069,29.9,0,0,0,1
1070,29.9,0,0,0,1
1071,29.92,0,0,0,1
1072,29.94,0,0,0,1
1073,29.95,0,0,0,1
1074,29.97,0,0,0,1
1075,29.98,0,0,0,1
1076,29.99,0,0,0,1
1077,30.0,0,0,0,1
1078,30.01,0,0,0,1
1079,30.02,0,0,0,1
1080,30.03,0,0,0,1
1081,30.03,0,0,0,1
1082,30.03,0,0,0,1
1083,30.04,0,0,0,1
1084,30.04,0,0,0,1
1085,30.02,0,0,0,1
1086,30.03,0,0,0,1
1087,30.02,0,0,0,1
1088,30.02,0,0,0,1
1089,30.02,0,0,0,1
1090,30.0,0,0,0,1
1091,29.99,0,0,0,1
1092,29.98,0,0,0,1
1093,29.97,0,0,0,1
1094,29.96,0,0,0,1
1095,29.95,0,0,0,1
1096,29.92,0,0,0,1
1097,29.9,0,0,0,0
1098,29.89,0,0,0,0
1099,29.87,0,0,0,0
1100,29.86,0,0,0,0
1101,29.84,0,0,0,0
1102,29.84,0,0,0,0
1103,29.83,0,0,0,0
1104,29.81,0,0,0,0
1105,29.79,0,0,0,0
1106,29.78,0,0,0,0
1107,29.78,0,0,0,0
1108,29.76,0,0,0,-1
1109,29.75,0,0,0,-1
1110,29.74,0,0,0,-1
1111,29.73,0,0,0,-1
1112,29.72,0,0,0,-1
1113,29.72,0,0,0,-1
1114,29.71,0,0,0,-1
1115,29.71,0,0,0,-1
1116,29.7,0,0,0,-1
1117,29.7,0,0,0,-1
1118,29.69,0,0,0,-1
1119,29.68,0,0,0,-1
1120,29.68,0,0,0,-1
1121,29.69,0,0,0,-1
1122,29.69,0,0,0,-1
1123,29.69,0,0,0,-1
