20,-2,-2
37,-2,-2
536,-2,-2
552,-2,-2
568,-2,-2
586,-2,-2
602,-2,-2
619,-2,-2
637,-2,-2
653,-2,-2
670,-2,-2
687,-2,-2
703,-2,-2
720,-2,-2
737,-2,-2
754,-2,-2
771,-2,-2
788,-2,-2
805,-2,-2
821,-2,-2
838,-2,-2
855,-2,-2
872,-2,-2
888,-2,-2
905,-2,-2
922,-2,-2
939,-2,-2
955,-2,-2
973,-2,-2
990,-2,-2
1007,-2,-2
1023,-2,-2
1041,-2,-2
1058,-2,-2
1075,-2,-2
1092,-2,-2
1108,-2,-2
1125,-2,-2
1142,-2,-2
1159,-2,-2
1176,-2,-2
1193,-2,-2
1210,-2,-2
1227,-2,-2
1244,-2,-2
1261,-2,-2
1278,-2,-2
1295,-2,-2
1312,-2,-2
1329,-2,-2
1346,-2,-2
1363,-2,-2
1380,-2,-2
1397,-2,-2
1414,-2,-2
1430,-2,-2
1448,-2,-2
1465,-2,-2
1481,-2,-2
1498,-2,-2
1515,-2,-2
1532,-2,-2
1549,-2,-2
1566,-2,-2
1583,-2,-2
1600,-2,-2
1617,-2,-2
1634,-2,-2
1651,-2,-2
1668,-2,-2
1685,-2,-2
1702,-2,-2
1719,-2,-2
1736,-2,-2
1753,-2,-2
1770,-2,-2
1787,-2,-2
1803,-2,-2
1820,-2,-2
1837,-2,-2
1854,-2,-2
1870,-2,-2
1887,-2,-2
1904,-2,-2
1921,-2,-2
1938,-2,-2
1955,-2,-2
1971,-2,-2
1988,-2,-2
2005,-2,-2
2022,-2,-2
2039,-2,-2
2056,-2,-2
2073,-2,-2
2089,-2,-2
2106,-2,-2
2123,-2,-2
2139,-2,-2
2156,-2,-2
2173,-2,-2
2190,-2,-2
2206,-2,-2
2223,-2,-2
2239,-2,-2
2257,-2,-2
2273,-2,-2
2290,-2,-2
2307,-2,-2
2324,-2,-2
2341,-2,-2
2358,-2,-2
2375,-2,-2
2392,-2,-2
2409,-2,-2
2426,-2,-2
2442,-2,-2
2459,-2,-2
2476,-2,-2
2493,-2,-2
2510,-2,-2
2527,-2,-2
2544,-2,-2
2561,-2,-2
2578,-2,-2
2595,-2,-2
2612,-2,-2
